File,Last Name,First Name,Street Address 1,Street Address 2,City,State,Zip Code,Phone,Email,License Number,License Status,Company Domain,Company,Certificate Expires,Certificate Registered,Contractor Name,Corporation Name,Entity,Registration Number,Employees,Worker Compensation Status
https://dol.nebraska.gov/conreg/Contractor/Details/2602619,,,4316 PACIFIC STREET,"OMAHA, NE 68105",OMAHA,NE,68105,4025568038,,,,,SANDHILLS HEATING,3/15/2020,3/15/2019,SANDHILLS HEATING,,Corporation,26026-19,4,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/3018918,,,"648 E 5TH ST, PO BOX 221","AINSWORTH, NE 69210",AINSWORTH,NE,69210,4023872482,,,,,SANER PLUMBING & IRON INC,8/1/2019,8/1/2018,SANER PLUMBING & IRON INC,,Corporation,30189-18,2,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/2224018,,,PO BOX 12185,"OMAHA, NE 68112-0185",OMAHA,NE,68112-0185,4022107394,,,,,"SANITARY PLUMBING & HEATING, INC.",11/1/2019,11/1/2018,"SANITARY PLUMBING & HEATING, INC.","SANITARY PLUMBING & HEATING, INC.",Corporation,22240-18,0,Exempt
https://dol.nebraska.gov/conreg/Contractor/Details/2951818,,,315 S 9TH ST,"PLATTSMOUTH, NE 68048",,,,,,,,,SAVAGE PLUMBING INC.,8/1/2019,8/1/2018,,,,,,
https://dol.nebraska.gov/conreg/Contractor/Details/4485919,,,2021 Lincoln St,"Blair, NE 68008",Blair,NE,68008,4024264219,,,,,Saylor Clements Plumbing,1/1/2020,1/1/2019,Saylor Clements Plumbing,,Sole Proprietorship,44859-19,0,Exempt
https://dol.nebraska.gov/conreg/Contractor/Details/4145918,,,840 Robert Rd.,"Lincoln, NE 68510",,,,,,,,,SC Plumbing Inc,6/15/2019,6/15/2018,,,,,,
https://dol.nebraska.gov/conreg/Contractor/Details/3059818,,,239 N 7TH ST,"GENEVA, NE 68361",GENEVA,NE,68361,4027593414,,,,,SCHELKOPF ENGINEERING INC,8/15/2019,8/15/2018,SCHELKOPF ENGINEERING INC,,S-Corporation,30598-18,0,Exempt
https://dol.nebraska.gov/conreg/Contractor/Details/4935819,,,1650 West Crosby Road,"Carrollton, TX 75006",Carrollton,TX,75006,9723231111,,,,,"Schneider Electric Buildings Americas, Inc.",2/15/2020,2/15/2019,"Schneider Electric Buildings Americas, Inc.",,Corporation,49358-19,1501,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/8003719,,,3100 Locust Ct.,"Sioux City, IA 51106",Sioux City,IA,51106,7128990049,,,,,Schramm Plumbing Heating & A/C,3/1/2020,3/1/2019,Schramm Plumbing Heating & A/C,Schramm Plumbing Heating & A/C,LLC,80037-19,0,Exempt
https://dol.nebraska.gov/conreg/Contractor/Details/3769918,,,310 Montrose Ave,"Bertrand, NE 68927",Bertrand,NE,68927,3084725229,,,,,"Schroeder Heating and Air Conditioning, Inc",9/1/2019,9/1/2018,"Schroeder Heating and Air Conditioning, Inc","Schroeder Heating and Air Conditioning, Inc",S-Corporation,37699-18,0,Exempt
https://dol.nebraska.gov/conreg/Contractor/Details/2017019,,,PO BOX 784,"ELKHORN, NE 68022",ELKHORN,NE,68022,4022892060,,,,,"SCHROEDER PLUMBING, INC.",3/1/2020,3/1/2019,"SCHROEDER PLUMBING, INC.","SCHROEDER PLUMBING, INC.",S-Corporation,20170-19,1,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/3443319,,,10277 Rainwood Road,"Omaha, NE 68122",Omaha,NE,68122,4025718989,,,,,Schulte Plumbing & Sewer Cleaning,4/1/2020,4/1/2019,Schulte Plumbing & Sewer Cleaning,Schulte Plumbing & Sewer Cleaning,Corporation,34433-19,3,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/2895018,,,1812 PROSPECT,"LINCOLN, NE 68502",LINCOLN,NE,68502,4024741667,,,,,"SCHULTZ & SONS PLUMBING, LLC",7/1/2019,7/1/2018,"SCHULTZ & SONS PLUMBING, LLC","SCHULTZ & SONS PLUMBING, LLC",S-Corporation,28950-18,0,Exempt
https://dol.nebraska.gov/conreg/Contractor/Details/3625618,,,2696 STATE HWY 14,"ALBION, NE 68620",ALBION,NE,68620,4027410405,,,,,"Seier's Onsite Service, LLC",9/1/2019,9/1/2018,"Seier's Onsite Service, LLC",,LLC,36256-18,1,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/4129919,,,425 SW 1st Street,"Lincoln, NE 68508",Lincoln,NE,68508,4025606197,,,,,Select Plumbing,4/1/2020,4/1/2019,Select Plumbing,Select Plumbing,S-Corporation,41299-19,20,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/3068118,,,3617 S 116TH STREET,"OMAHA, NE 68144",OMAHA,NE,68144,4028940230,,,,,SERP HEATING & COOLING INC,8/15/2019,8/15/2018,SERP HEATING & COOLING INC,,S-Corporation,30681-18,0,Exempt
https://dol.nebraska.gov/conreg/Contractor/Details/5498618,,,2702 Wooodlawn Circle,"Bellevue, NE 68005",Bellevue,NE,68005,4026165686,,,,,Service Maintenance Company,10/23/2019,10/23/2018,Service Maintenance Company,,Sole Proprietorship,54986-18,0,Exempt
https://dol.nebraska.gov/conreg/Contractor/Details/4667118,,,PO Box 483,"Benkelman, NE 69021",Benkelman,NE,69021,3083906989,,,,,Service Zone,11/15/2019,11/15/2018,Service Zone,,Sole Proprietorship,46671-18,0,Exempt
https://dol.nebraska.gov/conreg/Contractor/Details/2928018,,,P.O,Box 22381,LINCOLN,NE,68542,4024778811,,,,,"SERVICETECHS, LLC",7/15/2019,7/15/2018,"SERVICETECHS, LLC",,S-Corporation,29280-18,4,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/3851919,,,3501 - 85th Ave N,"Brooklyn Park, MN 55443",Brooklyn Park,MN,55443,7634248300,,,,,Shank Constructors Inc,1/15/2020,1/15/2019,Shank Constructors Inc,Shank Constructors Inc,S-Corporation,38519-19,22,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/4561819,,,626 S,11th St.,Albion,NE,68620,4027412739,,,,,Sharp Plumbing and Repair,5/1/2020,5/1/2019,Sharp Plumbing and Repair,,LLC,45618-19,1,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/9884818,,,307 Nansue Rd / PoBox 97,"Hershey, NE 69143",Hershey,NE,69143,3085301329,,,,,Shaun's Plumbing,10/15/2019,10/15/2018,Shaun's Plumbing,,Sole Proprietorship,98848-18,0,Exempt
https://dol.nebraska.gov/conreg/Contractor/Details/8964018,,,4375 N 60th Rd,"Grand Island, NE 68803",Grand Island,NE,68803,3083806929,,,,,Shaw Enterprises,11/8/2019,11/8/2018,Shaw Enterprises,,Partnership,89640-18,0,Exempt
https://dol.nebraska.gov/conreg/Contractor/Details/4929119,,,116 s harrison,"brady, NE 69213",brady,NE,69213,3085392028,,,,,shayne's heating & a/c,2/1/2020,2/1/2019,shayne's heating & a/c,,Sole Proprietorship,49291-19,0,Exempt
https://dol.nebraska.gov/conreg/Contractor/Details/2515618,,,13015 Shirley Street,"OMAHA, NE 68144",OMAHA,NE,68144,4026975539,,,,,SHIELD CREST IRRIGATION,9/15/2019,9/15/2018,SHIELD CREST IRRIGATION,SHIELD CREST L.L.C.,LLC,25156-18,4,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/5834918,,,4424 north 20 street,"Omaha , NE 68110",Omaha,NE,68110,4024514442,,,,,Simet Plumbing inc.,9/10/2019,9/10/2018,Simet Plumbing inc.,,S-Corporation,58349-18,0,Exempt
https://dol.nebraska.gov/conreg/Contractor/Details/2538819,,,PO BOX 6365,"LINCOLN, NE 68506",LINCOLN,NE,68506,4024645888,,,,,"SIMMONS PLUMBING, INC.",2/15/2020,2/15/2019,"SIMMONS PLUMBING, INC.","Simmons Plumbing, Inc.",Corporation,25388-19,6,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/3993318,,,1043 County Road 35,"Omaha, NE 68142",Omaha,NE,68142,4026165955,,,,,"Simon Plumbing, Inc.",9/1/2019,9/1/2018,"Simon Plumbing, Inc.","Simon Plumbing, Inc.",S-Corporation,39933-18,3,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/3432519,,,17445 Arbor Street,"Omaha, NE 68130",Omaha,NE,68130,7125274996,,,,,"Simpson Enterprises, Inc.",3/15/2020,3/15/2019,"Simpson Enterprises, Inc.","Simpson Enterprises, Inc.",Corporation,34325-19,4,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/3820418,,,5115 S 25th St,"Omaha, NE 68107",Omaha,NE,68107,4023332928,,,,,Skradski Heating & Cooling Inc,11/15/2019,11/15/2018,Skradski Heating & Cooling Inc,Skradski Heating & Cooling Inc,S-Corporation,38204-18,12,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/7816819,,,3701 A Street,"Lincoln, NE 68510",Lincoln,NE,68510,4024176924,,,,,Sky Heating and Air Service Company,3/25/2020,3/25/2019,Sky Heating and Air Service Company,DZAC INC,Sole Proprietorship,78168-19,0,Exempt
https://dol.nebraska.gov/conreg/Contractor/Details/4202518,,,p.o,box 402 208 center st.,gibbon,NE,68840,3082160517,,,,,slagle plumbing,9/1/2019,9/1/2018,slagle plumbing,,Sole Proprietorship,42025-18,5,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/3434519,,,POB 302,"Atkinson, NE 68713",Atkinson,NE,68713,4029252599,,,,,"Slaymaker Heating and Air Conditioning, Inc.",4/1/2020,4/1/2019,"Slaymaker Heating and Air Conditioning, Inc.","Slaymaker Heating and Air Conditioning, Inc.",S-Corporation,34345-19,1,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/9998519,,,P.O,Box 32,Sumner,NE,68878,3084409444,,,,,Sleicher Heating & AC LLC,2/15/2020,2/15/2019,Sleicher Heating & AC LLC,Sleicher Heating & AC LLC,LLC,99985-19,0,Exempt
https://dol.nebraska.gov/conreg/Contractor/Details/5091818,,,1103 Overland Trail,"Papillion, NE 68046",Papillion,NE,68046,4029344447,,,,,SmithPro Plumbing,11/15/2019,11/15/2018,SmithPro Plumbing,SmithPro Inc.,Corporation,50918-18,2,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/5131719,,,PO Box 247,"Hampton, NE 68843",Hampton,NE,68843,4027253167,,,,,Smiths Plbg & Well Service,2/15/2020,2/15/2019,Smiths Plbg & Well Service,Smiths of Hampton Inc,Corporation,51317-19,1,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/2198518,,,2220  WEST FRONT STREET,"NORTH PLATTE, NE 69101",NORTH PLATTE,NE,69101,3085326870,,,,,"SNELL SERVICES, INC.",10/15/2019,10/15/2018,"SNELL SERVICES, INC.",,Corporation,21985-18,150,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/4039519,,,PO Box 578,"Martin, SD 57551-0578",Martin,SD,57551-0578,6056851001,,,,,"Sod's Mechanical Contracting, Inc.",1/1/2020,1/1/2019,"Sod's Mechanical Contracting, Inc.","Sod's Mechanical Contracting, Inc.",S-Corporation,40395-19,12,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/2166218,,,8808 J Street,"OMAHA, NE 68127",OMAHA,NE,68127,4023316171,,,,,"SOL LEWIS ENGINEERING, CO",10/1/2019,10/1/2018,"SOL LEWIS ENGINEERING, CO","SOL LEWIS ENGINEERING, CO",Corporation,21662-18,41,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/1947619,,,706 Ft Crook Rd North,"Bellevue, NE 68005",Bellevue,NE,68005,4025054797,,,,,"Solutions Heating & Air Conditioning, LLC",3/18/2020,3/18/2019,"Solutions Heating & Air Conditioning, LLC","Solutions Heating & Air Conditioning, LLC",LLC,19476-19,4,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/2201418,,,8314 MAPLE STREET,"OMAHA, NE 68134",OMAHA,NE,68134,4023912336,,,,,"SOS HEATING COOLING & ELECTRICAL CO., INC.",10/1/2019,10/1/2018,"SOS HEATING COOLING & ELECTRICAL CO., INC.","SOS HEATING COOLING & ELECTRICAL CO., INC.",S-Corporation,22014-18,52,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/3527518,,,PO Box 5432,"Grand Island, NE 68802-5432",Grand Island,NE,68802-5432,3083791185,,,,,Soukup's Heating & Air,8/1/2019,8/1/2018,Soukup's Heating & Air,"Soukup's Heating & Air Conditioning, Inc.",Corporation,35275-18,2,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/2380518,,,145 S State College Blvd #200,"Brea, CA 92821",Brea,CA,92821,7145109579,,,,,"SOURCE REFRIGERATION & HVAC, INC.",10/1/2019,10/1/2018,"SOURCE REFRIGERATION & HVAC, INC.","SOURCE REFRIGERATION & HVAC, INC.",Corporation,23805-18,5,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/3024718,,,"221 MAIN STREET, P.O",BOX 227,TALMAGE,NE,68448,4022643825,,,,,SOUTHEAST PLUMBING & HEATING INC.,8/1/2019,8/1/2018,SOUTHEAST PLUMBING & HEATING INC.,SOUTHEAST PLUMBING & HEATING INC.,Corporation,30247-18,6,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/4480518,,,12131 WESTERN AVENUE (attn: Monet Bosinski),"GARDEN GROVE, CA 92841",GARDEN GROVE,CA,92841,7149015800,,,,,SOUTHLAND INDUSTRIES INC,12/15/2019,12/15/2018,SOUTHLAND INDUSTRIES INC,SOUTHLAND INDUSTRIES,S-Corporation,44805-18,4,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/2264218,,,2230 SOUTH 27TH STREET,"OMAHA, NE 68105",OMAHA,NE,68105,4023458668,,,,,"SOUTHSIDE PLUMBING, LLC",12/1/2019,12/1/2018,"SOUTHSIDE PLUMBING, LLC","SOUTHSIDE PLUMBING, LLC",LLC,22642-18,17,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/7423819,,,13445 Rainwood Rd,"Omaha, NE 68142",Omaha,NE,68142,4029639000,,,,,Southwest Comfort Inc,1/18/2020,1/18/2019,Southwest Comfort Inc,Southwest Comfort Inc,Corporation,74238-19,6,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/6887018,,,13406 C St,"Omaha, NE 68122",Omaha,NE,68122,4025168162,,,,,SPC Plumbing,7/16/2019,7/16/2018,SPC Plumbing,,LLC,68870-18,4,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/3675519,,,2243 Andrew Ave,"Sergeant Bluff, IA 51054",Sergeant Bluff,IA,51054,7122766837,,,,,Speedy Rooter Plumbing,4/15/2020,4/15/2019,Speedy Rooter Plumbing,,Corporation,36755-19,15,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/3094918,,,PO BOX 670,"ATKINSON, NE 68713",ATKINSON,NE,68713,4029255900,,,,,SPERLING PLUMBING,9/1/2019,9/1/2018,SPERLING PLUMBING,,Sole Proprietorship,30949-18,0,Exempt
https://dol.nebraska.gov/conreg/Contractor/Details/9748018,,,57186  858th ROAD,"WAYNE, NE 68787",WAYNE,NE,68787,4023754499,,,,,SPETHMAN PLUMBING,8/1/2019,8/1/2018,SPETHMAN PLUMBING,,Sole Proprietorship,97480-18,0,Exempt
https://dol.nebraska.gov/conreg/Contractor/Details/2720719,,,3607 HOLMES PARK RD.,"LINCOLN, NE 68506",LINCOLN,NE,68506,4024502025,,,,,"SPRING PLUMBING, INC",2/15/2020,2/15/2019,"SPRING PLUMBING, INC","SPRING PLUMBING, INC",Corporation,27207-19,1,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/2653018,,,7401 W,129TH STREET,OVERLAND PARK,KS,66213,9136647544,,,,,"SPX COOLING TECHNOLOGIES, INC.",11/15/2019,11/15/2018,"SPX COOLING TECHNOLOGIES, INC.","SPX COOLING TECHNOLOGIES, INC.",Corporation,26530-18,704,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/4225018,,,2121 North 161 East Avenue,"Tulsa, OK 74116",Tulsa,OK,74116,9136647544,,,,,SPX Heat Transfer LLC,9/15/2019,9/15/2018,SPX Heat Transfer LLC,SPX Heat Transfer LLC,LLC,42250-18,175,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/4852118,,,749 no,10th ave,BROKEN BOW,NE,68822,3088725663,,,,,Staabs Appliance & Repair LLC,9/1/2019,9/1/2018,Staabs Appliance & Repair LLC,Staabs Appliance & Repair,LLC,48521-18,0,Exempt
https://dol.nebraska.gov/conreg/Contractor/Details/2001819,,,11746 PORTAL ROAD,"LAVISTA, NE 68128",LAVISTA,NE,68128,4023396700,,,,,"STANDARD HEATING & AIR CONDITIONING, INC.",2/1/2020,2/1/2019,"STANDARD HEATING & AIR CONDITIONING, INC.","STANDARD HEATING & AIR CONDITIONING, INC.",S-Corporation,20018-19,163,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/3081618,,,402 ROBINSON DRIVE,"BELLEVUE, NE 68005",BELLEVUE,NE,68005,4022927632,,,,,STANDARD PLUMBING SERVICES INC.,8/15/2019,8/15/2018,STANDARD PLUMBING SERVICES INC.,,S-Corporation,30816-18,0,Exempt
https://dol.nebraska.gov/conreg/Contractor/Details/4920319,,,"4810 N 57th St, Lincoln","Lincoln, NE 68507",Lincoln,NE,68507,4024647827,,,,,Star City Heating & Cooling,2/1/2020,2/1/2019,Star City Heating & Cooling,Star City Appliance Inc,S-Corporation,49203-19,16,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/3818118,,,1201 PWF Rd,"FAIRBURY, NE 68352",FAIRBURY,NE,68352,4027292011,,,,,STARR PLUMBING LLC,12/1/2019,12/1/2018,STARR PLUMBING LLC,,Sole Proprietorship,38181-18,12,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/2999318,,,2715 BENTON AVENUE,"SALIX, IA 51052",SALIX,IA,51052,7122522860,,,,,"Steam Services, Ltd.",8/1/2019,8/1/2018,"Steam Services, Ltd.",,S-Corporation,29993-18,4,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/4573519,,,PO Box 1961,"Kearney, NE 68848",Kearney,NE,68848,3082246783,,,,,Stegeman Solutions,5/15/2020,5/15/2019,Stegeman Solutions,,LLC,45735-19,10,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/9688218,,,PO Box 187,"Stromsburg, NE 68666",Stromsburg,NE,68666,4027642073,,,,,Stenger Plumbing,10/1/2019,10/1/2018,Stenger Plumbing,,Sole Proprietorship,96882-18,0,Exempt
https://dol.nebraska.gov/conreg/Contractor/Details/4730319,,,1719 E 10th St,"York, NE 68467-8260",York,NE,68467-8260,4023622978,,,,,Stenger Plumbing,3/1/2020,3/1/2019,Stenger Plumbing,Stenger's Plumbing LLC,Corporation,47303-19,0,Exempt
https://dol.nebraska.gov/conreg/Contractor/Details/4577418,,,Po Box 1113,"Columbus, NE 68602",Columbus,NE,68602,4025625585,,,,,"Stenger Plumbing, Inc.",6/1/2019,6/1/2018,"Stenger Plumbing, Inc.","Stenger Plumbing, Inc.",S-Corporation,45774-18,4,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/3073918,,,920 E HYNES AVENUE,"O'NEILL, NE 68763",O'NEILL,NE,68763,4023361234,,,,,STEPPCO REFRIGERATION INC,8/15/2019,8/15/2018,STEPPCO REFRIGERATION INC,,Corporation,30739-18,2,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/2235718,,,1124 Applewood Dr.,"PAPILLION, NE 68046",PAPILLION,NE,68046,4023315586,,,,,"STEVE HAFFKE PLUMBING, INC.",11/1/2019,11/1/2018,"STEVE HAFFKE PLUMBING, INC.","STEVE HAFFKE PLUMBING, INC.",S-Corporation,22357-18,4,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/9077518,,,P.O,BOX 652,COUNCIL BLUFFS,IA,51502,7123282209,,,,,STOM HTG & A/C - MAJOR APPLIANCE SERVICES,8/15/2019,8/15/2018,STOM HTG & A/C - MAJOR APPLIANCE SERVICES,,Sole Proprietorship,90775-18,0,Exempt
https://dol.nebraska.gov/conreg/Contractor/Details/4486219,,,120 pershing road,"fremont, NE 68025",fremont,NE,68025,4027271062,,,,,strong plumbing,1/1/2020,1/1/2019,strong plumbing,,LLC,44862-19,0,Exempt
https://dol.nebraska.gov/conreg/Contractor/Details/3230719,,,101 W 3RD STREET,"SIOUX CITY, IA 51103",SIOUX CITY,IA,51103,7122555971,,,,,STULTZ PLUMBING INC,2/15/2020,2/15/2019,STULTZ PLUMBING INC,SAME,Corporation,32307-19,2,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/4253018,,,575 Minnehaha Ave W,"Saint Paul, MN 55103",Saint Paul,MN,55103,6512511880,,,,,Summit Fire Protection Co,12/1/2019,12/1/2018,Summit Fire Protection Co,,Corporation,42530-18,400,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/3098618,,,1914 2ND Ave,PO BOX 1863,KEARNEY,NE,68848,3082344858,,,,,SUMMIT HEATING & AIR CONDITIONING,9/1/2019,9/1/2018,SUMMIT HEATING & AIR CONDITIONING,LD INC,Corporation,30986-18,2,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/5082818,,,10509 Hillcrest Dr,"Lavista, NE 68128",Lavista,NE,68128,4028801313,,,,,Sustainable Mechanical Inc,11/1/2019,11/1/2018,Sustainable Mechanical Inc,Sustainable Mechanical Inc,S-Corporation,50828-18,0,Exempt
https://dol.nebraska.gov/conreg/Contractor/Details/3302618,,,P.O,BOX 190 450 HILLCREST BLVD,SPENCER,NE,68777,4025899060,,,,,"SWANSON TECH SERVICE, INC",7/1/2019,7/1/2018,"SWANSON TECH SERVICE, INC","SWANSON TECH SERVICE, INC",S-Corporation,33026-18,2,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/9930718,,,858 S 32nd St,"Lincoln, NE 68510",Lincoln,NE,68510,4026014926,,,,,Swansons Water Service's,7/15/2019,7/15/2018,Swansons Water Service's,,Sole Proprietorship,99307-18,0,Exempt
https://dol.nebraska.gov/conreg/Contractor/Details/9938918,,,1115 J Street,"Ord, NE 68862",Ord,NE,68862,3087283124,,,,,Sydzyik Service,10/15/2019,10/15/2018,Sydzyik Service,,Sole Proprietorship,99389-18,0,Exempt
https://dol.nebraska.gov/conreg/Contractor/Details/3325318,,,5501 South 36th Street,"OMAHA, NE 68107",OMAHA,NE,68107,4027331747,,,,,SYNCQUIP LLC,8/1/2019,8/1/2018,SYNCQUIP LLC,SYNCQUIP LLC,LLC,33253-18,2,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/3206419,,,11313 South 146th Street,"OMAHA, NE 68138",OMAHA,NE,68138,4025971449,,,,,SYS-KOOL LLC,2/1/2020,2/1/2019,SYS-KOOL LLC,"WEBCTAS, INC",LLC,32064-19,17,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/9991718,,,14808 Sprague Street,"Omaha, NE 68116",Omaha,NE,68116,4023064682,,,,,T & J Plumbing LLC,12/15/2019,12/15/2018,T & J Plumbing LLC,,LLC,99917-18,0,Exempt
https://dol.nebraska.gov/conreg/Contractor/Details/3125718,,,20227 Crystal Ave.,"Gretna, NE 68028",Gretna,NE,68028,4025027536,,,,,"T & K Plumbing Services, LLC.",10/15/2019,10/15/2018,"T & K Plumbing Services, LLC.",,LLC,31257-18,1,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/3339518,,,1755 W Burr Oaks Rd,"LINCOLN, NE 68523",LINCOLN,NE,68523,4025256237,,,,,T & M PLUMBING,9/1/2019,9/1/2018,T & M PLUMBING,T & M PLUMBING INC,S-Corporation,33395-18,5,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/3155618,,,4835 SO,HAVEN DR.,LINCOLN,NE,68516,4024832311,,,,,"TAN-AIRE, INC",11/15/2019,11/15/2018,"TAN-AIRE, INC",,Corporation,31556-18,5,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/9380018,,,"87994 543RD AVE, PO Box 57","BLOOMFIELD, NE 68718",BLOOMFIELD,NE,68718,4023734353,,,,,TANGEMAN PLUMBING & SEWER SERVICE,7/1/2019,7/1/2018,TANGEMAN PLUMBING & SEWER SERVICE,,Sole Proprietorship,93800-18,0,Exempt
https://dol.nebraska.gov/conreg/Contractor/Details/2535018,,,909 Bryant Avenue,"Creighton, NE 68729",,,,,,,,,Tauber Plumbing LLC,5/18/2019,5/18/2018,,,,,,
https://dol.nebraska.gov/conreg/Contractor/Details/4618418,,,525 Buffalo Run Road,"Broken Bow, NE 68822",Broken Bow,NE,68822,3088726196,,,,,Taylor Heating & Cooling LLC,7/15/2019,7/15/2018,Taylor Heating & Cooling LLC,Taylor Heating & Cooling LLC,Partnership,46184-18,4,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/8926119,,,14743 Himebaugh Plaza,"Omaha, NE 68116",Omaha,NE,68116,4025999258,,,,,Taylor Plumbing & Heating,4/22/2020,4/22/2019,Taylor Plumbing & Heating,,Sole Proprietorship,89261-19,0,Exempt
https://dol.nebraska.gov/conreg/Contractor/Details/4684619,,,12743 US Hwy 75,"Blair, NE 68008",Blair,NE,68008,4024261764,,,,,Team Blue Drain Cleaning & Plumbing,1/1/2020,1/1/2019,Team Blue Drain Cleaning & Plumbing,,Partnership,46846-19,2,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/2091818,,,2024 SW 6th St  Suite B,"Lincoln, NE 68522",Lincoln,NE,68522,4024205050,,,,,"TECHMASTERS, INC.",10/1/2019,10/1/2018,"TECHMASTERS, INC.","TECHMASTERS, INC.",Corporation,20918-18,30,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/4660318,,,18444 Willemma Ct,"Crete, NE 68333",Crete,NE,68333,4024303453,,,,,"Ted Younker Plumbing, LLC",11/1/2019,11/1/2018,"Ted Younker Plumbing, LLC","Ted Younker Plumbing, LLC",LLC,46603-18,3,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/1903818,,,PO BOX 486,"Loup City , NE 68853",Loup City,NE,68853,3088706085,,,,,Tee Pee Plumbing,9/25/2019,9/25/2018,Tee Pee Plumbing,,Sole Proprietorship,19038-18,0,Exempt
https://dol.nebraska.gov/conreg/Contractor/Details/5072618,,,PO Box 9063,"Rapid City, SD 57709",Rapid City,SD,57709,6053431144,,,,,Temperature Technology,10/15/2019,10/15/2018,Temperature Technology,Temperature Technology,S-Corporation,50726-18,13,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/2977718,,,909 N COLORADO,"HASTINGS, NE 68901",HASTINGS,NE,68901,4024631154,,,,,TERWEY PLUMBING & HEATING INC,8/1/2019,8/1/2018,TERWEY PLUMBING & HEATING INC,"TERWEY PLUMBING & HEATING, INC",S-Corporation,29777-18,0,Exempt
https://dol.nebraska.gov/conreg/Contractor/Details/2280818,,,P.O,BOX 1200,MITCHELL,SD,57301,6059967548,,,,,"TESSIERS, INC.",11/15/2019,11/15/2018,"TESSIERS, INC.","TESSIERS, INC.",Corporation,22808-18,188,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/6162018,,,14862 Ellison Circle,"Omaha , NE 68116",Omaha,NE,68116,4023124299,,,,,The Cool Guys Inc.,8/14/2019,8/14/2018,The Cool Guys Inc.,The Cool Guys Inc.,S-Corporation,61620-18,0,Exempt
https://dol.nebraska.gov/conreg/Contractor/Details/4184018,,,7220 AYLESWORTH AVE.,"LINCOLN, NE 68505",LINCOLN,NE,68505,4024644810,,,,,"THE DRYER VENT DUDE, INC",8/1/2019,8/1/2018,"THE DRYER VENT DUDE, INC","THE DRYER VENT DUDE, INC",S-Corporation,41840-18,0,Exempt
